NOM;CODI;DATA_INI;DATA_FI;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
ALT PIRINEU I ARAN;71;2021-05-06;2021-05-12;194.718;1.00423;193.0778;88.6727;62;2445.6521;1250;460;4.3132;6;1;0;41;21;44;21;1097;410;2242;1108
ALT PIRINEU I ARAN;71;2021-05-05;2021-05-11;222.512;1.03205;214.5308;87.2425;61;2469.9656;1263;464;3.9974;7;1;0;39;22;39;22;1110;416;1783;1313
ALT PIRINEU I ARAN;71;2021-05-04;2021-05-10;252.905;1.05289;238.8443;101.5446;71;2588.6727;1330;480;4.7022;8;1;0;47;24;48;27;1165;430;1862;1506
ALT PIRINEU I ARAN;71;2021-05-03;2021-05-09;286.93;1.03278;276.0297;112.9862;79;2582.9519;1319;487;5.3516;11;1;0;53;26;54;32;1170;437;2294;1505
ALT PIRINEU I ARAN;71;2021-05-02;2021-05-08;285.837;0.968329;293.1922;112.9862;79;2605.8352;1329;493;5.0711;12;1;0;52;27;51;31;1177;440;2295;1505
ALT PIRINEU I ARAN;71;2021-05-01;2021-05-07;239.232;0.794859;298.9130;110.1258;77;2664.4736;1357;506;4.8426;12;0;0;48;29;48;32;1202;450;2313;1505
ALT PIRINEU I ARAN;71;2021-04-30;2021-05-06;212.22;0.695086;303.2036;107.2654;75;2889.0160;1506;514;4.6034;13;0;0;47;28;50;33;1341;462;2720;1630
ALT PIRINEU I ARAN;71;2021-04-29;2021-05-05;213.28;0.669982;316.0755;104.4050;73;2671.6247;1323;545;5.5018;15;0;0;42;31;51;40;1159;495;2736;1401
ALT PIRINEU I ARAN;71;2021-04-28;2021-05-04;252.992;0.70217;357.5514;127.2883;89;2857.5514;1422;576;5.7865;16;2;1;52;37;60;43;1253;527;2730;1414
ALT PIRINEU I ARAN;71;2021-04-27;2021-05-03;271.674;0.751005;358.9816;137.2997;96;2944.7940;1442;617;5.8089;16;3;1;50;46;59;48;1271;571;2640;1266
ALT PIRINEU I ARAN;71;2021-04-26;2021-05-02;306.198;0.820195;370.4233;163.0434;114;3196.5102;1593;642;6.0271;17;4;1;67;47;75;45;1402;589;2536;1269
ALT PIRINEU I ARAN;71;2021-04-25;2021-05-01;347.239;0.902155;381.8649;180.2059;126;3210.8123;1590;655;6.7365;20;4;1;66;60;78;57;1400;604;2533;1269
ALT PIRINEU I ARAN;71;2021-04-24;2021-04-30;394.825;0.992217;393.3066;188.7871;132;3239.4164;1594;671;6.8966;21;4;1;72;60;80;60;1408;622;2755;1269
ALT PIRINEU I ARAN;71;2021-04-23;2021-04-29;438.843;1.02807;421.9107;195.9382;137;3080.6636;1466;688;7.6483;20;5;1;71;66;81;66;1281;641;2156;966
ALT PIRINEU I ARAN;71;2021-04-22;2021-04-28;462.347;0.99851;457.6659;211.6704;148;3063.5011;1442;700;7.8605;22;5;1;80;68;86;65;1267;654;2211;1203
ALT PIRINEU I ARAN;71;2021-04-21;2021-04-27;469.748;0.946467;490.5606;230.2631;161;3044.9084;1441;688;8.5275;26;4;0;89;72;93;68;1246;642;2275;1103
ALT PIRINEU I ARAN;71;2021-04-20;2021-04-26;437.907;0.882312;490.5606;221.6819;155;3130.7208;1523;666;8.2517;28;3;0;86;69;93;67;1321;618;2005;1155
ALT PIRINEU I ARAN;71;2021-04-19;2021-04-25;433.535;0.829949;516.3043;207.3798;145;3169.3363;1520;696;7.8054;26;2;1;70;75;81;73;1324;649;1748;1156
ALT PIRINEU I ARAN;71;2021-04-18;2021-04-24;415.227;0.801561;512.0137;201.6590;141;3279.4622;1560;733;7.3493;24;2;1;74;67;81;69;1356;685;1746;1156
ALT PIRINEU I ARAN;71;2021-04-17;2021-04-23;416.505;0.786455;523.4553;204.5194;143;3313.7871;1596;721;7.8117;25;2;3;70;73;84;77;1391;670;1508;1155
ALT PIRINEU I ARAN;71;2021-04-16;2021-04-22;466.615;0.839773;549.1990;225.9725;158;3419.6224;1635;756;7.6056;28;2;4;81;77;87;75;1428;702;1816;1302
ALT PIRINEU I ARAN;71;2021-04-15;2021-04-21;508.463;0.848777;592.1052;245.9954;172;3828.6613;1898;779;7.4926;26;3;4;86;86;94;82;1626;723;1919;905
ALT PIRINEU I ARAN;71;2021-04-14;2021-04-20;528.627;0.902046;579.2334;260.2974;182;4051.7734;2020;813;7.4537;23;2;4;93;89;96;89;1730;752;2231;504
ALT PIRINEU I ARAN;71;2021-04-13;2021-04-19;576.81;0.937947;607.8375;268.8787;188;4156.1784;2096;810;7.3123;20;2;4;99;89;99;89;1819;752;2456;428
ALT PIRINEU I ARAN;71;2021-04-12;2021-04-18;617.823;1.03634;589.2448;308.9244;216;4426.4874;2288;807;7.7320;21;4;3;114;102;109;101;1960;756;2490;423
ALT PIRINEU I ARAN;71;2021-04-11;2021-04-17;659.43;1.11153;586.3844;310.3546;217;4293.4782;2243;759;8.0106;23;4;3;117;100;113;98;1924;710;2490;423
ALT PIRINEU I ARAN;71;2021-04-10;2021-04-16;836.926;1.39371;593.5354;318.9359;223;4403.6041;2318;761;8.1443;23;5;1;125;98;126;93;1975;714;2491;423
ALT PIRINEU I ARAN;71;2021-04-09;2021-04-15;910.86;1.61407;557.7803;323.2265;226;4316.3615;2271;747;8.4282;22;4;0;131;95;126;96;1938;696;2436;353
ALT PIRINEU I ARAN;71;2021-04-08;2021-04-14;985.332;1.79671;542.0480;346.1098;242;3957.3798;2045;722;9.7959;21;3;0;141;101;138;102;1777;673;2531;281
ALT PIRINEU I ARAN;71;2021-04-07;2021-04-13;945.313;1.82996;510.5835;318.9359;223;3877.2883;2002;709;9.4662;20;4;0;132;91;133;94;1737;661;2619;267
ALT PIRINEU I ARAN;71;2021-04-06;2021-04-12;945.869;1.83618;510.5835;338.9588;237;3787.1853;1940;708;10.5011;20;5;0;135;102;139;102;1634;661;2479;229
ALT PIRINEU I ARAN;71;2021-04-05;2021-04-11;846.111;1.75072;479.1189;280.3203;196;2989.1304;1477;613;11.1111;24;3;1;118;78;120;82;1250;568;2399;222
ALT PIRINEU I ARAN;71;2021-04-04;2021-04-10;799.021;1.66324;476.2585;276.0297;193;2991.9908;1475;617;10.8168;22;3;1;114;79;113;83;1244;568;2441;222
ALT PIRINEU I ARAN;71;2021-04-03;2021-04-09;651.797;1.37752;470.5377;274.5995;192;2870.4233;1392;615;10.6979;28;2;1;114;78;108;79;1185;563;2605;223
ALT PIRINEU I ARAN;71;2021-04-02;2021-04-08;494.623;1.09561;449.0846;234.5537;164;2541.4759;1252;525;10.6080;26;2;1;92;72;93;71;1062;484;2137;166
ALT PIRINEU I ARAN;71;2021-04-01;2021-04-07;388.058;0.954388;404.7482;195.9382;137;2457.0938;1236;482;9.3623;23;2;1;76;61;75;63;1032;442;2117;198
ALT PIRINEU I ARAN;71;2021-03-31;2021-04-06;376.602;0.926213;404.7482;191.6475;134;2417.0480;1240;450;9.2847;25;1;1;71;63;74;61;1041;413;2038;331
ALT PIRINEU I ARAN;71;2021-03-30;2021-04-05;366.891;0.925382;394.7368;171.6247;120;2128.1464;1081;407;9.4688;30;0;1;65;55;64;59;929;370;2171;299
ALT PIRINEU I ARAN;71;2021-03-29;2021-04-04;393.272;0.950302;411.8993;198.7986;139;2622.9977;1390;444;8.9695;25;0;1;73;66;76;65;1166;406;2409;314
ALT PIRINEU I ARAN;71;2021-03-28;2021-04-03;400.789;0.978733;407.6086;200.2288;140;2644.4508;1407;442;9.1195;25;0;1;75;65;81;64;1184;406;2368;314
ALT PIRINEU I ARAN;71;2021-03-27;2021-04-02;416.244;1.01289;409.0389;195.9382;137;2582.9519;1376;430;9.1318;16;0;1;73;64;78;64;1157;398;2207;325
ALT PIRINEU I ARAN;71;2021-03-26;2021-04-01;451.849;1.06576;421.9107;214.5308;150;2867.5629;1510;495;9.1484;18;1;1;82;68;90;69;1279;459;2657;405
ALT PIRINEU I ARAN;71;2021-03-25;2021-03-31;451.368;1.08689;413.3295;208.8100;146;2896.1670;1525;500;8.4794;21;1;1;83;63;88;62;1303;466;2528;662
ALT PIRINEU I ARAN;71;2021-03-24;2021-03-30;462.829;1.13023;407.6086;213.1006;149;2891.8764;1508;514;8.6761;19;1;1;87;62;94;60;1303;472;2077;886
ALT PIRINEU I ARAN;71;2021-03-23;2021-03-29;477.425;1.14167;416.1899;223.1121;156;3266.5903;1708;576;7.6536;13;1;1;93;63;95;57;1457;529;1709;947
ALT PIRINEU I ARAN;71;2021-03-22;2021-03-28;479.95;1.12819;423.3409;213.1006;149;3409.6109;1779;605;7.3007;14;2;1;87;62;91;61;1529;553;1368;932
ALT PIRINEU I ARAN;71;2021-03-21;2021-03-27;461.948;1.1085;414.7597;207.3798;145;3402.4599;1775;604;7.0571;12;2;1;84;61;89;58;1531;552;1367;932
ALT PIRINEU I ARAN;71;2021-03-20;2021-03-26;457.037;1.06707;424.7711;213.1006;149;3453.9473;1781;634;6.9293;13;2;1;82;67;84;62;1533;574;1361;920
ALT PIRINEU I ARAN;71;2021-03-19;2021-03-25;429.668;0.996441;427.6315;207.3798;145;3391.0183;1741;630;7.2789;10;2;1;79;66;87;62;1477;570;941;970
ALT PIRINEU I ARAN;71;2021-03-18;2021-03-24;402.603;0.95943;416.1899;204.5194;143;3458.2379;1753;665;7.1360;12;3;1;77;66;84;65;1489;599;439;987
ALT PIRINEU I ARAN;71;2021-03-17;2021-03-23;397.35;0.937217;420.4805;194.5080;136;3335.2402;1638;694;6.9930;12;3;2;74;62;76;64;1373;629;213;836
ALT PIRINEU I ARAN;71;2021-03-16;2021-03-22;395.039;0.957921;409.0389;193.0778;135;3290.9038;1634;667;7.4074;15;4;3;75;60;84;62;1358;613;135;888
ALT PIRINEU I ARAN;71;2021-03-15;2021-03-21;419.213;0.975469;426.2013;210.2402;147;3123.5697;1533;651;7.9894;15;4;2;86;61;91;60;1290;600;154;899
ALT PIRINEU I ARAN;71;2021-03-14;2021-03-20;436.066;0.981632;440.5034;207.3798;145;3096.3958;1519;646;7.7540;19;5;3;84;61;86;59;1272;598;154;899
ALT PIRINEU I ARAN;71;2021-03-13;2021-03-19;427.243;0.984212;430.4919;211.6704;148;3125.0000;1563;622;8.2062;19;5;3;93;55;101;55;1317;584;159;903
ALT PIRINEU I ARAN;71;2021-03-12;2021-03-18;445.082;1.0052;439.0732;220.2517;154;3363.8443;1738;614;7.3230;22;4;3;101;53;97;54;1482;580;286;859
ALT PIRINEU I ARAN;71;2021-03-11;2021-03-17;448.17;1.0222;434.7826;211.6704;148;3293.7643;1703;600;7.4257;19;3;4;97;51;100;50;1455;565;512;547
ALT PIRINEU I ARAN;71;2021-03-10;2021-03-16;460.721;1.05781;431.9221;225.9725;158;3326.6590;1757;569;7.8603;18;3;3;100;58;105;57;1522;539;715;299
ALT PIRINEU I ARAN;71;2021-03-09;2021-03-15;466.915;1.13221;407.6086;215.9610;151;3102.1167;1594;575;8.1247;17;2;2;91;60;101;58;1422;535;747;185
ALT PIRINEU I ARAN;71;2021-03-08;2021-03-14;471.26;1.21072;386.1556;215.9610;151;3237.9862;1690;574;7.8764;15;1;3;88;63;95;63;1471;535;756;181
ALT PIRINEU I ARAN;71;2021-03-07;2021-03-13;514.857;1.29859;393.3066;233.1235;163;3272.3112;1696;592;8.5546;12;0;2;91;72;100;74;1482;552;756;182
ALT PIRINEU I ARAN;71;2021-03-06;2021-03-12;518.321;1.3416;383.2951;218.8215;153;3169.3363;1620;596;7.9511;13;0;2;82;71;84;72;1410;552;753;179
ALT PIRINEU I ARAN;71;2021-03-05;2021-03-11;515.747;1.3201;387.5858;218.8215;153;2969.1075;1478;598;8.4746;13;0;2;75;78;77;78;1279;550;825;110
ALT PIRINEU I ARAN;71;2021-03-04;2021-03-10;497.531;1.25032;394.7368;223.1121;156;3102.1167;1579;590;8.0423;14;0;1;76;80;74;78;1350;540;1078;99
ALT PIRINEU I ARAN;71;2021-03-03;2021-03-09;430.275;1.16611;366.1327;205.9496;144;3116.4187;1500;679;7.6023;13;0;1;70;74;69;74;1263;618;1396;86
ALT PIRINEU I ARAN;71;2021-03-02;2021-03-08;394.69;1.0491;373.2837;191.6475;134;3353.8329;1658;687;6.2438;10;0;1;69;65;60;66;1395;623;1452;82
ALT PIRINEU I ARAN;71;2021-03-01;2021-03-07;362.247;0.951883;380.4347;170.1945;119;3488.2723;1710;729;5.6223;9;0;0;64;55;63;54;1422;659;1423;76
ALT PIRINEU I ARAN;71;2021-02-28;2021-03-06;324.185;0.858393;379.0045;160.1830;112;3526.8878;1718;748;5.3835;10;0;0;64;48;64;49;1426;673;1424;75
ALT PIRINEU I ARAN;71;2021-02-27;2021-03-05;309.476;0.807079;384.7254;164.4736;115;3602.6887;1695;824;5.4960;10;0;0;65;50;63;55;1408;739;1424;74
ALT PIRINEU I ARAN;71;2021-02-26;2021-03-04;305.577;0.762388;401.8878;168.7643;118;3581.2356;1642;862;5.6175;8;1;0;64;54;62;59;1379;775;1382;52
ALT PIRINEU I ARAN;71;2021-02-25;2021-03-03;314.146;0.748632;421.9107;171.6247;120;3466.8192;1539;885;6.0577;6;1;0;64;56;67;61;1307;806;1365;51
ALT PIRINEU I ARAN;71;2021-02-24;2021-03-02;318.591;0.741331;433.3524;160.1830;112;3383.8672;1555;811;5.5690;10;1;0;56;56;58;57;1324;741;1281;42
ALT PIRINEU I ARAN;71;2021-02-23;2021-03-01;351.604;0.773853;457.6659;181.6361;127;3318.0778;1509;811;6.6470;10;1;0;69;58;71;64;1281;750;1394;50
ALT PIRINEU I ARAN;71;2021-02-22;2021-02-28;373.691;0.827738;453.3752;210.2402;147;3007.7231;1250;853;7.6963;13;1;0;73;74;70;78;1128;795;1391;53
ALT PIRINEU I ARAN;71;2021-02-21;2021-02-27;409.375;0.903881;454.8054;218.8215;153;3047.7688;1287;844;7.6570;14;1;1;78;75;73;77;1167;792;1393;53
ALT PIRINEU I ARAN;71;2021-02-20;2021-02-26;489.793;1.09544;450.5148;220.2517;154;3132.1510;1402;788;7.8961;12;1;1;73;81;73;85;1251;750;1402;54
ALT PIRINEU I ARAN;71;2021-02-19;2021-02-25;566.483;1.30063;439.0732;233.1235;163;3275.1716;1518;772;7.9486;15;0;1;84;79;85;82;1361;740;1345;74
ALT PIRINEU I ARAN;71;2021-02-18;2021-02-24;632.643;1.4382;443.3638;250.2860;175;3511.1556;1674;781;7.9279;14;0;1;84;91;85;91;1475;745;1005;72
ALT PIRINEU I ARAN;71;2021-02-17;2021-02-23;668.29;1.51426;444.7940;273.1693;191;3545.4805;1678;801;8.6667;12;1;1;88;103;89;106;1482;768;677;73
ALT PIRINEU I ARAN;71;2021-02-16;2021-02-22;658.57;1.53243;434.7826;276.0297;193;3348.1121;1547;794;8.8097;13;2;1;78;115;75;113;1371;763;503;209
ALT PIRINEU I ARAN;71;2021-02-15;2021-02-21;612.192;1.49498;411.8993;243.1350;170;3242.2768;1501;766;7.9590;13;4;2;64;106;60;103;1319;729;500;208
ALT PIRINEU I ARAN;71;2021-02-14;2021-02-20;577.853;1.43651;403.3180;235.9839;165;3235.1258;1493;769;7.8393;13;4;1;61;104;59;101;1310;731;499;208
ALT PIRINEU I ARAN;71;2021-02-13;2021-02-19;508.813;1.29278;394.7368;230.2631;161;3152.1739;1405;799;7.6462;14;4;2;62;99;59;94;1246;755;498;207
ALT PIRINEU I ARAN;71;2021-02-12;2021-02-18;431.484;1.11267;389.0160;205.9496;144;3326.6590;1280;1046;6.4837;10;4;2;51;93;50;87;1126;987;477;166
ALT PIRINEU I ARAN;71;2021-02-11;2021-02-17;372.835;0.998692;374.7139;193.0778;135;3604.1189;1196;1324;5.3819;13;4;2;51;84;44;80;1074;1230;513;180
ALT PIRINEU I ARAN;71;2021-02-10;2021-02-16;331.674;0.916866;363.2723;171.6247;120;3675.6292;1148;1422;4.4681;14;3;2;47;73;42;63;1040;1310;539;197
ALT PIRINEU I ARAN;71;2021-02-09;2021-02-15;308.015;0.917526;337.5286;158.7528;111;4096.1098;1304;1560;3.8358;16;2;2;48;63;47;53;1181;1426;506;64
ALT PIRINEU I ARAN;71;2021-02-08;2021-02-14;319.369;0.951349;337.5286;168.7643;118;4176.2013;1285;1635;4.2777;18;0;1;56;62;56;58;1166;1499;504;86
ALT PIRINEU I ARAN;71;2021-02-07;2021-02-13;346.587;1.0236;340.3890;167.3340;117;4126.1441;1228;1657;4.2383;16;0;1;52;65;50;61;1109;1510;502;86
ALT PIRINEU I ARAN;71;2021-02-06;2021-02-12;363.623;1.06934;340.3890;164.4736;115;4220.5377;1288;1663;4.1979;18;1;0;51;64;52;60;1155;1513;492;88
ALT PIRINEU I ARAN;71;2021-02-05;2021-02-11;392.084;1.14816;348.9702;183.0663;128;4030.3203;1351;1467;4.7902;21;1;0;57;71;56;65;1201;1325;373;316
ALT PIRINEU I ARAN;71;2021-02-04;2021-02-10;388.116;1.18683;336.0983;181.6361;127;3961.6704;1494;1276;5.2738;21;1;0;53;74;55;75;1300;1165;194;305
ALT PIRINEU I ARAN;71;2021-02-03;2021-02-09;419.057;1.17726;364.7025;191.6475;134;4033.1807;1592;1228;5.5192;22;1;0;56;78;53;82;1316;1130;22;428
ALT PIRINEU I ARAN;71;2021-02-02;2021-02-08;404.195;1.10847;371.8535;178.7757;125;3871.5675;1462;1245;5.4237;20;1;0;51;74;48;80;1212;1148;46;450
ALT PIRINEU I ARAN;71;2021-02-01;2021-02-07;406.587;1.03686;401.8878;168.7643;118;3974.5423;1583;1196;4.9275;22;1;0;48;70;44;75;1318;1097;43;505
ALT PIRINEU I ARAN;71;2021-01-31;2021-02-06;378.925;0.925341;421.9107;173.0549;121;4003.1464;1605;1194;5.0041;22;1;0;50;71;45;77;1340;1098;44;505
ALT PIRINEU I ARAN;71;2021-01-30;2021-02-05;330.083;0.775908;443.3638;175.9153;123;3897.3112;1544;1181;4.9601;20;0;0;51;72;44;74;1296;1083;44;510
ALT PIRINEU I ARAN;71;2021-01-29;2021-02-04;287.117;0.665852;451.9450;165.9038;116;4224.8283;1782;1172;5.0457;19;0;0;50;66;51;76;1448;1069;87;749
ALT PIRINEU I ARAN;71;2021-01-28;2021-02-03;272.848;0.63276;450.5148;154.4622;108;4324.9427;1800;1224;4.3596;19;0;0;47;61;47;66;1493;1099;94;1024
ALT PIRINEU I ARAN;71;2021-01-27;2021-02-02;312.776;0.690595;471.9679;173.0549;121;4866.9908;1948;1455;4.3018;19;0;1;51;70;57;73;1702;1320;90;889
ALT PIRINEU I ARAN;71;2021-01-26;2021-02-01;368.083;0.745978;512.0137;193.0778;135;5574.9427;2167;1731;4.1429;19;0;1;56;79;61;84;1897;1603;221;1027
ALT PIRINEU I ARAN;71;2021-01-25;2021-01-31;420.646;0.794274;547.7688;233.1235;163;5729.4050;2181;1825;4.8263;14;1;2;62;101;71;104;1924;1702;221;948
ALT PIRINEU I ARAN;71;2021-01-24;2021-01-30;454.505;0.828769;566.3615;248.8558;174;5866.7048;2270;1832;5.0538;16;2;2;67;107;75;113;2004;1716;220;948
ALT PIRINEU I ARAN;71;2021-01-23;2021-01-29;499.799;0.867854;593.5354;267.4485;187;5995.4233;2301;1891;5.1665;17;2;2;69;118;76;121;2035;1778;221;942
ALT PIRINEU I ARAN;71;2021-01-22;2021-01-28;530.731;0.896779;603.5469;286.0411;200;6131.2929;2355;1932;4.9975;16;2;3;68;132;67;132;2162;1820;171;469
ALT PIRINEU I ARAN;71;2021-01-21;2021-01-27;560.905;0.927359;617.8489;296.0526;207;6001.1441;2381;1815;5.5442;14;2;3;74;133;78;139;2185;1729;167;290
ALT PIRINEU I ARAN;71;2021-01-20;2021-01-26;581.635;0.975636;609.2677;298.9130;209;5918.1922;2585;1553;5.8215;12;2;2;81;128;84;141;2385;1480;178;369
ALT PIRINEU I ARAN;71;2021-01-19;2021-01-25;624.966;1.01149;630.7208;318.9359;223;5649.3135;2697;1253;6.1856;11;2;2;87;136;86;142;2507;1179;26;247
ALT PIRINEU I ARAN;71;2021-01-18;2021-01-24;643.299;1.02674;637.8718;314.6453;220;5732.2654;2862;1146;5.8365;13;1;1;93;127;87;130;2639;1079;43;246
ALT PIRINEU I ARAN;71;2021-01-17;2021-01-23;639.426;1.04716;619.2791;317.5057;222;5542.0480;2739;1136;5.8660;12;1;2;89;133;82;129;2527;1070;45;324
ALT PIRINEU I ARAN;71;2021-01-16;2021-01-22;659.982;1.09905;603.5469;326.0869;228;5484.8398;2777;1058;6.1219;12;1;3;88;140;83;135;2565;996;47;323
ALT PIRINEU I ARAN;71;2021-01-15;2021-01-21;683.426;1.13263;603.5469;317.5057;222;5280.3203;2691;1001;6.2846;13;2;2;85;137;88;128;2488;949;126;319
ALT PIRINEU I ARAN;71;2021-01-14;2021-01-20;703.256;1.10458;639.3020;321.7963;225;5180.2059;2665;957;6.1960;16;2;2;87;138;86;122;2451;906;139;213
ALT PIRINEU I ARAN;71;2021-01-13;2021-01-19;652.932;1.06173;616.4187;310.3546;217;4590.9610;2236;974;6.5812;17;3;2;81;136;77;118;2045;918;140;127
ALT PIRINEU I ARAN;71;2021-01-12;2021-01-18;642.682;1.01173;636.4416;311.7848;218;3971.6819;1887;890;8.2612;18;3;4;90;128;97;113;1699;843;315;78
ALT PIRINEU I ARAN;71;2021-01-11;2021-01-17;635.378;0.973622;656.4645;323.2265;226;3788.6155;1753;896;8.8852;17;3;4;98;128;97;119;1585;846;376;78
ALT PIRINEU I ARAN;71;2021-01-10;2021-01-16;584.67;0.92251;637.8718;301.7734;211;3772.8832;1800;838;8.4472;16;2;3;100;111;100;104;1626;789;374;0
ALT PIRINEU I ARAN;71;2021-01-09;2021-01-15;568.389;0.905087;632.1510;277.4599;194;3737.1281;1800;813;8.3577;14;3;3;102;92;104;96;1627;766;377;0
ALT PIRINEU I ARAN;71;2021-01-08;2021-01-14;602.107;1.00267;604.9771;286.0411;200;3522.5972;1668;795;8.7971;16;2;3;113;87;106;90;1479;749;949;0
ALT PIRINEU I ARAN;71;2021-01-07;2021-01-13;691.682;1.00847;686.4988;317.5057;222;3392.4485;1560;812;10.1671;13;2;3;125;97;121;98;1384;770;1225;0
ALT PIRINEU I ARAN;71;2021-01-06;2021-01-12;691.857;0.975787;712.2425;306.0640;214;3007.7231;1403;700;10.9948;11;2;3;119;95;115;95;1241;669;1217;0
ALT PIRINEU I ARAN;71;2021-01-05;2021-01-11;696.488;0.94565;739.4164;324.6567;227;3243.7070;1526;742;10.1205;14;3;1;111;116;96;114;1358;717;1212;0
ALT PIRINEU I ARAN;71;2021-01-04;2021-01-10;693.085;0.956056;727.9748;333.2379;233;3448.2265;1678;733;9.9539;20;3;2;105;128;99;117;1462;708;1131;0
ALT PIRINEU I ARAN;71;2021-01-03;2021-01-09;692.859;0.944434;737.9862;336.0983;235;3432.4942;1653;747;10.0646;21;3;2;101;134;96;122;1445;721;1131;0
ALT PIRINEU I ARAN;71;2021-01-02;2021-01-08;770.161;1.06026;730.8352;354.6910;248;3353.8329;1599;746;10.8377;22;2;1;106;142;106;123;1391;722;1125;0
ALT PIRINEU I ARAN;71;2021-01-01;2021-01-07;837.024;1.19024;707.9519;318.9359;223;2914.7597;1378;660;10.9552;23;2;1;91;132;88;115;1217;636;474;0
ALT PIRINEU I ARAN;71;2020-12-31;2021-01-06;986.459;1.39699;710.8123;368.9931;258;3112.1281;1452;724;12.2551;26;3;2;98;160;102;142;1292;699;293;0
ALT PIRINEU I ARAN;71;2020-12-30;2021-01-05;1094.99;1.41977;778.0320;406.1784;284;3556.9221;1555;932;11.8294;28;2;2;106;178;109;160;1380;894;378;0
ALT PIRINEU I ARAN;71;2020-12-29;2021-01-04;1092.57;1.43276;770.8810;414.7597;290;3340.9610;1420;916;13.3903;25;1;2;102;188;111;171;1235;871;253;0
ALT PIRINEU I ARAN;71;2020-12-28;2021-01-03;1093.72;1.39201;793.7643;394.7368;276;3099.2562;1211;956;13.5559;23;3;1;100;176;109;159;1063;914;252;0
ALT PIRINEU I ARAN;71;2020-12-27;2021-01-02;1078.57;1.38291;788.0434;401.8878;281;3100.6864;1219;949;13.8720;24;4;1;104;177;112;161;1062;906;331;0
ALT PIRINEU I ARAN;71;2020-12-26;2021-01-01;962.505;1.21605;799.4851;376.1441;263;3042.0480;1189;938;13.1224;26;4;1;95;168;99;154;1036;892;331;0
ALT PIRINEU I ARAN;71;2020-12-25;2020-12-31;855.345;1.01742;846.6819;389.0160;272;3082.0938;1224;931;13.5853;24;6;2;106;166;114;152;1070;888;331;0
ALT PIRINEU I ARAN;71;2020-12-24;2020-12-30;671.507;0.848394;802.3455;341.8192;239;3217.9633;1302;948;11.3458;20;5;1;108;131;106;125;1137;899;218;0
ALT PIRINEU I ARAN;71;2020-12-23;2020-12-29;705.386;0.858249;840.9610;371.8535;260;3592.6773;1491;1021;10.7930;21;5;1;121;139;109;136;1296;974;128;0
ALT PIRINEU I ARAN;71;2020-12-22;2020-12-28;690.835;0.872814;810.9267;356.1212;249;3847.2540;1555;1135;9.5565;23;6;3;122;127;109;128;1389;1091;79;0
ALT PIRINEU I ARAN;71;2020-12-21;2020-12-27;746.608;0.926343;825.2288;399.0274;279;4272.0251;1797;1190;9.9748;20;4;4;134;145;125;152;1634;1143;79;0
ALT PIRINEU I ARAN;71;2020-12-20;2020-12-26;798.133;1.00106;815.2173;386.1556;270;4375.0000;1770;1289;9.4089;20;3;4;130;140;122;147;1614;1245;0;0
ALT PIRINEU I ARAN;71;2020-12-19;2020-12-25;915.567;1.10233;852.4027;423.3409;296;4921.3386;2075;1366;8.8318;20;3;5;148;148;133;149;1871;1322;0;0
ALT PIRINEU I ARAN;71;2020-12-18;2020-12-24;990.225;1.14246;892.4485;457.6659;320;5720.8237;2192;1808;8.5500;18;1;6;143;177;140;179;1974;1757;0;0
ALT PIRINEU I ARAN;71;2020-12-17;2020-12-23;985.033;1.14028;888.1578;460.5263;322;5842.3913;1963;2122;8.2206;18;1;7;123;199;118;198;1774;2070;0;0
ALT PIRINEU I ARAN;71;2020-12-16;2020-12-22;946.882;1.14402;850.9725;469.1075;328;6364.4164;1974;2476;7.6760;18;1;10;124;204;128;198;1814;2433;0;0
ALT PIRINEU I ARAN;71;2020-12-15;2020-12-21;910.077;1.18893;788.0434;454.8054;318;6687.6430;1867;2809;7.0069;20;1;9;116;202;118;195;1706;2761;0;0
ALT PIRINEU I ARAN;71;2020-12-14;2020-12-20;895.231;1.27301;723.6842;426.2013;298;7102.4027;1744;3222;5.9342;21;1;10;101;197;99;184;1593;3176;0;0
ALT PIRINEU I ARAN;71;2020-12-13;2020-12-19;1062.58;1.52987;715.1029;429.0617;300;6953.6613;1742;3120;6.1067;19;1;12;99;201;98;187;1593;3074;0;0
ALT PIRINEU I ARAN;71;2020-12-12;2020-12-18;1179.08;1.78695;680.7780;429.0617;300;6543.1922;1528;3047;6.6381;16;1;13;103;197;104;190;1426;3003;0;0
ALT PIRINEU I ARAN;71;2020-12-11;2020-12-17;1326.98;2.14768;639.3020;434.7826;304;7235.4118;1567;3492;5.9351;19;1;14;103;201;94;197;1464;3439;0;0
ALT PIRINEU I ARAN;71;2020-12-10;2020-12-16;1296.94;2.20764;610.6979;427.6315;299;7701.6590;1714;3671;5.4183;19;1;15;100;199;92;191;1603;3620;0;0
